number,state,title,created_at,closed_at,comments,labels,components,is_bug,is_crash,related_prs
4954,closed,Partial generic argument inference doesn't work with variadic generics.,2024-08-28T20:24:15Z,2024-08-29T05:32:05Z,0,,generics,False,False,
4948,closed,`ReportHit` not supported in intersection shader for CUDA target,2024-08-28T16:03:20Z,2024-08-29T05:27:24Z,1,client support,spirv|cuda|glsl|hlsl|generics,False,False,
4946,closed,Default visibility not always working,2024-08-28T07:43:55Z,2024-08-28T19:50:20Z,3,,,False,False,
4945,closed,WGSL: Write a blog post and publish the demo code,2024-08-28T06:50:07Z,2024-11-12T06:29:22Z,1,,wgsl,False,False,
4944,closed,WGSL: Create a more compelling native/web application that uses emscripten and Slang,2024-08-28T06:48:50Z,2024-11-07T00:46:42Z,0,,wgsl,False,False,
4943,closed,WGSL: Aim for getting all GFX tests to pass,2024-08-28T06:47:44Z,2024-11-22T06:55:26Z,22,,wgsl,False,False,
4942,closed,"WGSL: Add WebGPU support to GFX, so that it can run in CI",2024-08-28T06:47:07Z,2024-09-11T06:42:14Z,1,,wgsl,False,False,
4941,closed,WGSL: Create a simple native WebGPU demo using Slang shaders,2024-08-28T06:46:11Z,2024-10-24T20:59:34Z,2,,wgsl,False,False,
4940,closed,WGSL: System semantics,2024-08-28T06:45:20Z,2024-11-05T21:21:26Z,3,,wgsl,False,False,
4939,closed,CI: add support for WGSL compile test,2024-08-28T06:29:18Z,2024-09-10T16:32:05Z,1,,wgsl,False,False,
4938,closed,WGSL compilation: no conformances for interface,2024-08-28T06:27:08Z,2024-09-17T05:16:16Z,2,,wgsl,False,False,
4937,closed,WGSL compilation: 16 bit integer type,2024-08-28T06:26:07Z,2024-08-28T10:16:35Z,1,,wgsl,False,False,
4936,closed,WGSL compilation: usage of,2024-08-28T06:18:28Z,2024-09-16T08:03:24Z,2,,wgsl,False,False,
4935,closed,WGSL compilation: requires capability,2024-08-28T06:17:20Z,2024-09-16T08:02:46Z,1,,wgsl,False,False,
4934,closed,WGSL compilation: unknown semantic,2024-08-28T06:14:58Z,2024-08-28T10:00:57Z,2,,wgsl,False,False,
4933,closed,WGSL output: f16 used without enabling extension,2024-08-28T06:13:06Z,2024-08-28T09:35:03Z,1,,wgsl,False,False,
4932,closed,WGSL output: array containing runtime-sized array,2024-08-28T06:11:59Z,2024-09-03T12:34:29Z,1,,wgsl,False,False,
4931,closed,WGSL output: address space,2024-08-28T06:10:02Z,2024-09-03T08:49:29Z,1,,wgsl,False,False,
4930,closed,WGSL output: bindings and layout,2024-08-28T06:04:37Z,2024-09-03T05:31:35Z,1,,wgsl,False,False,
4924,closed,Auto-diff texture example fails when using direct-to-SPIRV compilation,2024-08-27T18:56:26Z,2024-08-28T01:10:12Z,0,client support,spirv|autodiff,False,False,
4922,closed,Loop inside shader causes duplication of nointerpolation keyword in generated HLSL code,2024-08-27T15:11:57Z,2024-08-30T14:35:02Z,2,client support,hlsl,False,False,
4921,closed,Semantics when switch init expression and case expression types don't match,2024-08-27T09:55:54Z,2024-11-05T00:56:28Z,6,,glsl|hlsl,False,False,
4919,closed,Upgrade packaged DXC to 1.8 or greater,2024-08-26T20:14:30Z,2025-04-01T20:01:26Z,2,,dxil,False,False,
4918,closed,We have to capture ComponentType.,2024-08-26T20:13:30Z,2024-08-30T20:57:59Z,0,,,False,False,
4917,closed,"Capability System: Allow alias's to properly be used with `[shader(""..."")]` attribute logic",2024-08-26T19:19:07Z,2024-08-28T19:06:24Z,0,,,False,False,
4916,closed,Create util function to remove non-empty directory,2024-08-26T18:48:30Z,2024-09-03T20:02:57Z,0,,,False,False,
4914,closed,SPIR-V: Some hull shaders fail during emitting,2024-08-26T14:08:05Z,2024-09-28T02:27:01Z,2,client support,spirv|glsl|hlsl,False,False,
4913,closed,GLSL/HLSL Code Emitter: `kIROp_ControlBarrier` is unimplemented,2024-08-26T14:01:26Z,2024-08-26T23:07:12Z,0,,spirv|glsl|hlsl,False,False,
4906,closed,Capabilities and warning,2024-08-22T10:37:00Z,2024-08-22T10:42:34Z,1,,,False,False,
4903,closed,Document rules for initializer lists,2024-08-21T22:46:40Z,2024-09-05T02:12:06Z,0,,,False,False,
4899,closed,`tests\autodiff\generic-jvp.slang` test is incorrect,2024-08-21T20:37:47Z,2024-08-26T21:17:29Z,0,,autodiff|generics,False,False,
4897,closed,Emit valid WGSL for all compute tests,2024-08-21T08:41:17Z,2024-08-28T06:35:00Z,1,,wgsl,False,False,
4892,closed,Implement `IFunc` proposal.,2024-08-20T23:06:40Z,2024-08-29T05:26:51Z,0,,,False,False,
4891,closed,Implement autodiff support for Tuple types.,2024-08-20T22:29:10Z,2024-08-28T16:23:09Z,0,,autodiff,False,False,
4890,closed,Support `where` clause for defining generic constraints.,2024-08-20T22:28:50Z,2024-09-05T18:24:20Z,0,,generics,False,False,
4888,closed,Auto documentation code does not correctly exclude synthesized decl's from documentation,2024-08-20T20:28:41Z,2024-08-21T00:55:47Z,0,,autodiff,False,False,
4887,closed,Reflection API: Allow specialization of functions and types from a list of argument types,2024-08-20T20:27:45Z,2024-09-16T20:04:46Z,1,,,False,False,
4884,closed,Autodiff Usability: CLI and API methods to extract per-instruction context overhead information,2024-08-20T20:05:45Z,2024-09-17T20:44:36Z,1,,autodiff,False,False,
4883,closed,Initial precompiled SPIR-V support (-embed-spirv),2024-08-20T20:01:32Z,2024-09-10T14:44:57Z,0,,spirv|hlsl,False,False,
4882,closed,Support generic type constraints that are dependent on another generic type parameter.,2024-08-20T19:58:29Z,2024-08-21T03:51:58Z,0,,generics,False,False,
4880,closed,Problem with exported matrices in DxcLinker,2024-08-20T19:55:29Z,2024-10-24T20:58:35Z,3,,dxil,False,False,
4879,closed,`DifferentialType` `ownedScope` does not track an associated `ContainerDecl`,2024-08-20T19:52:27Z,2024-08-20T22:50:25Z,0,,,False,False,
4878,closed,Uninitialized variable check will infinitely loop if pointer to a specialized IR object is used ,2024-08-20T19:42:37Z,2024-08-20T22:55:56Z,0,,,False,False,
4877,closed,`kIROp_MakeStruct` differentiates when it should not be differentiating,2024-08-20T19:30:25Z,2024-08-27T19:00:46Z,0,,,False,True,
4876,closed,`tests\autodiff\reverse-while-loop-3.slang` has incorrect results,2024-08-20T19:29:44Z,2024-08-21T00:56:05Z,0,,autodiff,False,False,
4875,closed,Error not propagated from failed DXC compile,2024-08-20T19:17:07Z,2024-09-03T19:02:09Z,1,,dxil|hlsl,False,False,
4874,closed,Resource variables used in a global initializer function do not hoist correctly,2024-08-20T16:26:20Z,2025-01-16T04:43:02Z,1,,,False,False,
4873,closed,Matrix layout modifiers ignored,2024-08-20T14:35:30Z,2024-09-05T17:27:00Z,4,client support,hlsl,False,False,
4872,closed,Compilation Warnings Related to Uninitialized Struct Fields ,2024-08-20T07:23:28Z,2024-08-28T21:42:15Z,0,client support,,False,False,
4869,closed,Implement Tuple propsoal.,2024-08-19T05:14:31Z,2024-08-19T22:03:58Z,0,,,False,False,
4867,closed,Bad performance with `const type` improves when switching to `let` / `var`,2024-08-17T21:37:30Z,2025-01-10T05:01:09Z,7,client support|Needs reporter feedback,,False,False,
4863,closed,Erroneous Compilation Error with Slang v2024.9.2,2024-08-16T17:42:46Z,2024-08-18T17:37:42Z,0,,glsl,False,False,
4858,closed,Big Gfx Meeting SIGGRAPH presentation,2024-08-15T19:13:14Z,2024-08-15T19:13:24Z,0,,,False,False,
4857,closed,"""slangpy"" framework writeups (support NVR)",2024-08-15T19:05:16Z,2024-10-04T01:58:35Z,0,,,False,False,
4853,closed,Support precompileForTarget in ModuleRecorder,2024-08-15T14:48:18Z,2025-02-20T20:25:59Z,1,,,False,False,
4843,closed,Push benchmark results to a viewable page,2024-08-13T18:47:03Z,2024-09-04T17:19:24Z,0,,,False,False,
4841,closed,Fix and update docs and examples for slang modules,2024-08-13T18:34:21Z,2025-03-05T23:14:22Z,2,,,False,False,
4840,closed,Create feature & target stability tables,2024-08-13T18:00:55Z,2024-10-29T16:24:51Z,3,,autodiff,False,False,
4835,closed,Move sccache to s3 rather than GitHub actions cache ,2024-08-13T09:50:41Z,2025-02-20T20:42:01Z,1,,,False,False,
4834,closed,Slang emits non-constant case expressions,2024-08-13T08:49:11Z,2024-12-06T19:46:37Z,2,,glsl,False,False,
4832,closed,Design structured binding.,2024-08-13T04:13:19Z,2024-08-29T05:29:34Z,0,,,False,False,
4831,closed,Design `IFunc` builtin interface.,2024-08-13T04:11:44Z,2024-08-16T17:23:15Z,0,,,False,False,
4830,closed,Design full tuple type feature,2024-08-13T04:11:01Z,2024-08-15T05:05:05Z,0,,,False,False,
4829,closed,Implement variadic generics: add basic tuple type support in stdlib.,2024-08-13T04:10:07Z,2024-08-19T04:57:26Z,0,,generics,False,False,
4828,closed,Implement Variadic Generics: language server,2024-08-13T04:08:43Z,2024-08-15T20:54:00Z,0,client support,generics,False,False,
4827,closed,Implement variadic generics: IR lowering and specialization.,2024-08-13T04:07:42Z,2024-08-19T04:57:26Z,0,,generics,False,False,
4826,closed,Implement variadic generics: syntax parsing and type system.,2024-08-13T04:06:57Z,2024-08-15T01:41:49Z,0,,generics,False,False,
4825,closed,Prototype and create design doc for variadic generics.,2024-08-13T04:05:15Z,2024-08-14T21:40:04Z,0,,generics,False,False,
4824,closed,Issues with `-zero-initialize` when compiling to GLSL,2024-08-12T22:59:34Z,2024-08-14T17:05:58Z,1,client support,glsl,False,False,
4823,closed,Expression type incompatibility with module compilation,2024-08-12T21:53:55Z,2024-08-17T06:08:01Z,2,,dxil,False,False,
4818,closed,`coherent` memory access qualifier emits twice,2024-08-12T16:05:53Z,2024-08-13T04:04:16Z,0,client support,glsl,False,False,
4817,closed,`reinterpret` with structs containing `uint64_t` or `uint8_t` incorrectly throws “T contains fields that cannot be packed into AnyValue” error,2024-08-12T04:55:41Z,2025-01-16T04:35:12Z,23,client support|Needs reporter feedback,,False,False,
4816,closed,Parameter block tests are failing on MacOS,2024-08-10T04:41:45Z,2025-04-03T22:52:07Z,3,,,False,False,
4814,closed,Add user-guide page for SPIR-V target specific functionalities,2024-08-09T22:50:39Z,2024-08-31T05:10:20Z,0,,spirv,False,False,
4812,closed,"""macos-aarch64"" package from the release works for Intel chip but not for M3 chip.",2024-08-09T16:42:31Z,2024-08-20T20:09:17Z,2,,,False,False,
4810,closed,Harden WGSL emitter,2024-08-09T10:21:04Z,2024-08-30T18:50:56Z,3,,wgsl,False,False,
4807,closed,Add initial support for WGSL output,2024-08-08T07:33:19Z,2024-08-28T06:34:20Z,8,,hlsl|wgsl,False,False,
4806,closed,Readme updates?,2024-08-08T06:14:49Z,2024-12-19T15:07:48Z,1,client support,,False,False,
4803,closed,Casting a vector to a different vector type does not work when type depends on generic,2024-08-07T16:54:18Z,2024-10-27T16:40:51Z,1,,generics,False,False,
4801,closed,`[numthreads()]` parameter fails to compile if non-int-literal due to assumption that member is an Int Literal,2024-08-07T14:26:51Z,2025-07-31T21:24:34Z,2,,,False,True,
4800,closed,Reflection API extension: Add endpoint to create specialized references to methods and types using a list of vals,2024-08-06T22:08:03Z,2024-10-04T01:58:46Z,0,,,False,False,
4798,closed,Enable Vulkan Validation Layer for slang-test by default,2024-08-06T20:05:43Z,2025-06-30T17:56:22Z,6,,,False,False,
4797,closed,Vulkan validation layer error: VUID-vkCmdDispatch-viewType-07752,2024-08-06T19:59:50Z,2025-05-12T20:05:54Z,3,,glsl,False,False,
4796,closed,Vulkan validation layer error: VUID-RuntimeSpirv-samples-08726,2024-08-06T19:58:06Z,2025-05-12T20:04:59Z,1,,spirv|glsl,False,False,
4795,closed,Vulkan validation layer error: VUID-vkCmdDispatch-format-07753,2024-08-06T19:55:55Z,2025-07-15T18:03:48Z,5,,metal|glsl,False,False,
4794,closed,Vulkan validation layer error: VUID-vkCmdDispatch-None-06479,2024-08-06T19:52:58Z,2025-06-30T20:54:11Z,4,,metal|glsl|hlsl,False,False,
4793,closed,Vulkan validation layer error: VUID-VkBufferViewCreateInfo-pNext-pNext,2024-08-06T19:49:21Z,2025-05-12T20:00:12Z,1,,metal|glsl,False,False,
4792,closed,Add support for generics in precompiled DXIL feature,2024-08-06T19:44:49Z,2024-09-03T20:08:28Z,0,,dxil|generics,False,False,
4791,closed,Support MDL compilation benchmarking with -embed-dxil option,2024-08-06T19:42:21Z,2024-08-30T04:16:53Z,1,,dxil,False,False,
4790,closed,Write a unit test that uses EmbedDXIL option through Slang API,2024-08-06T19:38:12Z,2024-08-15T16:36:42Z,0,,dxil,False,False,
4789,closed,Write slang-test case for precompiled libraries which uses generics,2024-08-06T19:32:44Z,2024-08-13T20:12:47Z,0,,dxil|generics,False,False,
4788,closed,Document how __subscript works in our User Guide,2024-08-06T18:18:28Z,2024-08-06T18:52:21Z,1,GoodFirstBug,,True,False,
4787,closed,Reflection API extensions: Support Namespaces,2024-08-06T18:14:10Z,2024-08-27T20:47:06Z,0,,,False,False,
4786,closed,Reflection API extensions: Add support for reflecting generic containers,2024-08-06T17:41:20Z,2024-08-07T06:04:38Z,0,,generics,False,False,
4783,closed,Investigate slang-test failures with groupshared on Intel GPU,2024-08-05T23:53:38Z,2024-08-13T20:38:14Z,8,,metal,False,False,
4775,closed,SPIRV validation error with static pointer variable declaration,2024-08-05T04:31:20Z,2024-09-05T18:24:44Z,0,client support,spirv|hlsl,False,False,
4774,closed,Some of slang-tests fails on MacBook when HW supports only Metal 2 not 3,2024-08-04T02:04:41Z,2024-08-08T23:06:25Z,2,,metal,False,False,
4773,closed,`model-viewer` doesn't work on Metal,2024-08-03T12:42:24Z,2025-07-11T05:09:48Z,1,client support|Metal,metal|generics,False,True,
4771,closed,Document how to run unit tests in slang-test documentation,2024-08-02T17:14:25Z,2025-03-03T18:37:54Z,1,,,False,False,
4770,closed,Broken link to API guide in Getting Started,2024-08-02T15:39:30Z,2024-09-05T00:19:33Z,0,GoodFirstBug,,True,False,
4764,closed,Create a Slang::Path::createDirectories function to create directory recursively,2024-07-31T18:53:48Z,2024-08-20T16:41:04Z,0,,,False,False,
4763,closed,specializeResourceUsage emit invalid IR code,2024-07-31T18:40:14Z,2024-08-14T16:24:27Z,2,client support,spirv,False,False,
4762,closed,cmake: every slang file is built twice when not embedding stdlib.,2024-07-31T17:18:11Z,2024-10-11T13:06:24Z,0,,,False,False,
4760,closed,Move slang-test and render-test to use the new compilation API,2024-07-30T21:14:45Z,2025-03-12T11:45:51Z,37,,,False,False,
4758,closed,Slang C API Deprecation - Step 1,2024-07-30T21:13:35Z,2024-10-15T16:38:41Z,1,,,False,False,
4756,closed,Add an optional flag to set the capabilities of a compile using glsl's `#version` syntax,2024-07-30T16:29:26Z,2024-07-30T21:16:31Z,4,,glsl,False,False,
4754,closed,SPIRV validation error with assign of `nullptr` to pointer variable,2024-07-30T07:43:14Z,2024-07-30T21:17:25Z,0,,spirv|hlsl,False,False,
4749,closed,TypeConformance with generics does not work,2024-07-27T20:45:44Z,2024-08-13T18:01:37Z,9,client support,generics,False,False,
4748,closed,SPIRV validation error with `Texture<uint8_t>` and other small int types,2024-07-27T04:40:03Z,2024-07-30T17:52:46Z,4,client support,spirv|hlsl,False,False,
4747,closed,"Support ""State Objects""",2024-07-26T21:35:35Z,2025-05-13T20:03:05Z,3,,dxil|hlsl,False,False,
4746,closed,"[NumThreads(x,y,z)] should be case-insensitive",2024-07-26T21:25:40Z,2024-08-06T17:14:04Z,6,GoodFirstBug,dxil|hlsl,True,False,
4743,closed,Check if an Apple machine can be borrowed,2024-07-25T23:57:40Z,2024-08-01T19:27:01Z,5,,,False,False,
4742,closed,Stop using SpvStorageClass enums as `AddressSpace` values during spirv legalization.,2024-07-25T22:02:04Z,2024-08-19T22:06:36Z,0,,spirv,False,False,
4738,closed,Enums should be allowed to cast to bool implicitly.,2024-07-24T21:45:25Z,2024-07-25T16:45:57Z,0,client support,,False,False,
4734,closed,Missing cuda prelude for `make_bool2(bool)`,2024-07-24T18:07:24Z,2024-07-24T21:19:29Z,0,client support,cuda,False,False,
4726,closed,Incorporate compile-time benchmarks into CI,2024-07-23T21:03:39Z,2024-08-13T20:13:38Z,1,,,False,False,
4725,closed,Deploy OV unit tests in CI,2024-07-23T20:53:00Z,2024-08-13T20:13:41Z,0,client support,,False,False,
4724,closed,CI Strategy,2024-07-23T20:33:13Z,2025-05-28T20:02:13Z,9,Dev Opened,,False,False,
4723,closed,read ms workgraphs spec - come up w/presentation and walk the team through it in brownbag session,2024-07-23T20:30:29Z,2024-08-04T02:05:52Z,1,,,False,False,
4722,closed,Slang fails to output a `static` variable in form that is optimized by downstream compiler,2024-07-23T20:28:10Z,2024-07-31T03:04:09Z,0,client support,spirv,False,False,
4721,closed,Flag for enforcing validation warnings,2024-07-23T20:25:33Z,2024-07-24T20:16:15Z,1,client support,,False,False,
4720,closed,Handle uninitialization warnings for target switches and intrinsic asm,2024-07-23T20:22:40Z,2024-08-05T17:12:59Z,0,client support,,False,False,
4719,closed,Slang Brownbag for Autodiff IR Passes,2024-07-23T20:22:00Z,2024-07-26T20:00:13Z,0,,autodiff,False,False,
4718,closed,Slang build/release per sprint. ,2024-07-23T20:14:32Z,2024-08-06T21:11:24Z,7,,,False,False,
4717,closed,Write up proposal for improved AST/IR (de)serialization,2024-07-23T20:12:52Z,2024-07-25T20:53:14Z,1,,,False,False,
4716,closed,Missing public headers in our release package.,2024-07-23T19:49:50Z,2024-07-29T16:19:43Z,0,,,False,False,
4715,closed,Implement remaining part for the replayer consumer,2024-07-23T19:46:55Z,2024-07-29T16:19:53Z,0,,,False,False,
4706,closed,Prepare code integration plan for hybrid DXIL/IR module support,2024-07-22T20:06:31Z,2024-08-06T19:28:49Z,1,,dxil,False,False,
4704,closed,`ConstantBuffer<T[...]>` struct member access causes a segfault,2024-07-22T16:50:27Z,2024-07-23T20:54:07Z,4,client support,spirv,False,True,
4701,closed,Support sometimes aliasing unbound arrays (`T[]`) as `T[N]`,2024-07-22T14:45:28Z,2024-07-27T02:42:17Z,0,,glsl|generics,False,False,
4700,closed,Overlapping explicit binding of uniform buffer produces incorrect values,2024-07-22T11:33:03Z,2024-07-23T15:08:06Z,16,client support,,False,False,
4699,closed,Type constraint error in parameter list,2024-07-21T02:58:54Z,2024-07-25T18:49:08Z,0,client support,generics,False,False,
4698,closed,DXIL validation errors with uninitialized fields,2024-07-19T23:18:15Z,2024-08-13T20:13:31Z,3,client support,dxil|hlsl,False,False,
4696,closed,SPIRV validation error message is no longer printed,2024-07-19T19:51:03Z,2024-07-23T19:30:13Z,0,regression,spirv|metal,True,False,
4692,closed,Address compiler warnings,2024-07-19T17:51:25Z,2024-07-24T17:27:30Z,3,regression,spirv|glsl|generics,True,False,
4689,closed,AST: `CheckSwizzleExpr` can cause `Stack around the variable 'elementIndices' was corrupted` error,2024-07-18T23:00:08Z,2024-07-19T18:52:26Z,0,,,False,False,
4688,closed,AST: `CheckSwizzleExpr` can cause Stack around the variable 'elementIndices' was corrupted.,2024-07-18T22:59:37Z,2024-07-19T13:29:10Z,0,,,False,False,
4687,closed,ConstantBuffer inside a ParameterBlock breaks the compiler when targeting metal.,2024-07-18T21:52:06Z,2024-07-31T03:28:35Z,0,,metal,False,True,
4686,closed,`all` and/or `==` doesn't work as intended on metal.,2024-07-18T21:49:48Z,2024-07-19T06:49:08Z,1,,metal,False,False,
4685,closed,Ignore CI when only `docs/proposal` is changed.,2024-07-18T21:47:03Z,2024-07-25T16:46:27Z,0,,,False,False,
4683,closed,Capability System: Simplify how we report incompatibilities of CapabilitySets to users ,2024-07-18T19:07:55Z,2024-07-23T13:36:40Z,0,,spirv|cuda|hlsl,False,False,
4681,closed,Need further development of built-in interfaces,2024-07-18T18:50:21Z,2025-05-13T15:31:40Z,2,,,False,False,
4676,closed,Capability System: Fully define all capabilities meant for a user with 2 representations `_Internal_atom`/`External_atom`,2024-07-18T14:23:15Z,2024-07-25T22:04:48Z,1,,,False,False,
4675,closed,Capability System: Simplify CapabilitySet Diagnostic Printing,2024-07-18T14:03:59Z,2024-07-23T13:36:39Z,0,,,False,False,
4674,closed,slang not annotating array as restricted or aliased,2024-07-18T08:41:57Z,2024-07-25T22:00:15Z,0,client support,spirv,False,False,
4667,closed,Slang parser incorrectly recognizes line continuations,2024-07-17T01:14:25Z,2024-07-18T16:29:44Z,1,client support,spirv|hlsl,False,False,
4664,closed,Enable warnings-as-error on CI tests,2024-07-16T21:09:00Z,2024-07-18T21:31:29Z,0,,,False,False,
4663,closed,[MDL:5/5] Add support for embedded precompiled library feature,2024-07-16T20:46:04Z,2024-09-03T20:07:35Z,2,,spirv|dxil,False,False,
4662,closed,[MDL:4/5] Benchmark the runtime performance,2024-07-16T20:45:17Z,2024-08-23T19:13:26Z,4,,,False,False,
4661,closed,[MDL:3/5] Benchmark compilation times,2024-07-16T20:43:48Z,2024-07-23T20:11:37Z,9,,spirv|dxil,False,False,
4656,closed,Unexpected crash when compiling using Slang API,2024-07-16T17:47:02Z,2024-07-18T15:03:31Z,1,client support,spirv|glsl|hlsl,False,True,
4654,closed,Metal: Metal fails to compile `ByteAddressBuffer` correctly with use of `getEquivalentStructuredBuffer`,2024-07-16T16:01:19Z,2024-07-19T06:05:35Z,0,,spirv|metal|glsl,False,False,
4652,closed,`None`: defined as constant under Linux,2024-07-16T10:28:07Z,2024-07-16T15:46:04Z,5,client support,,False,False,
4650,closed,spirv core grammar embed isn't generated at built time,2024-07-16T08:06:37Z,2024-07-18T03:27:43Z,0,,spirv,False,False,
4648,closed,fetch slang-llvm prebuilt binary from the latest github release,2024-07-16T08:05:20Z,2024-08-21T07:59:10Z,1,,,False,False,
4647,closed,Deprecate slang-llvm and slang-glslang repos,2024-07-16T08:04:06Z,2024-07-16T08:04:09Z,1,,glsl,False,False,
4645,closed,Module reload with same session.,2024-07-16T07:13:32Z,2024-07-19T07:02:20Z,3,client support,,False,False,
4643,closed,Vulkan Issues on Multiple Computers,2024-07-16T04:39:47Z,2024-07-25T19:16:15Z,4,client support|Needs reporter feedback,slang-core|spirv,False,False,
4639,closed,Minimal optimization breaks non-member-function `Interlocked` atomic calls,2024-07-15T22:52:26Z,2024-07-16T15:35:48Z,0,,,False,False,
4637,closed,Failed assertion in `specializeDispatchFunction`,2024-07-15T21:12:49Z,2024-07-16T20:16:03Z,0,,hlsl,False,False,
4635,closed,Relocate all public headers to a include folder,2024-07-15T16:54:44Z,2024-07-17T17:53:44Z,0,client support,,False,False,
4634,closed,Matrix layouts are incorrectly assigned during a compile,2024-07-15T15:20:07Z,2024-07-16T14:59:31Z,3,,,False,False,
4633,closed,`row_major`/`column_major` modifier is disallowed on a variable with an initExpr,2024-07-15T14:43:49Z,2024-07-24T21:19:08Z,1,,,False,False,
4627,closed,CPP/Metal/CUDA: does not follow HLSL memory packing,2024-07-12T19:06:38Z,2024-07-16T20:55:21Z,2,,spirv|cuda|metal|glsl|hlsl,False,False,
4622,closed,`IDerivativeMember` references its parent causing a 'circular-definition' when emitting code,2024-07-12T14:52:15Z,2024-07-12T15:46:39Z,0,,,False,False,
4617,closed,Slang Reflection API: Add Decl-tree refelction for Python-based metaprogramming/boiler-plate generation,2024-07-11T19:14:03Z,2024-07-18T17:11:20Z,1,,,False,False,
4616,closed,slang-torch: Adjust package scripts for Slang's cmake-based build,2024-07-11T16:53:43Z,2024-07-11T20:30:10Z,0,client support,,False,False,
4615,closed,Don't compile everything twice,2024-07-11T12:47:58Z,2024-07-16T10:30:33Z,0,,slang-core,False,False,
4610,closed,Use spirv-val.exe from external/slang-binaries,2024-07-11T05:51:02Z,2024-07-18T00:00:06Z,1,client support,slang-core|slang-emit|spirv,False,False,
4599,closed,slang-torch: `inline-mlp` example fails to compile,2024-07-10T19:40:55Z,2024-07-11T17:46:22Z,3,client support,generics,False,False,
4589,closed,Reenable tests/bugs/gh-4556,2024-07-10T06:23:50Z,2024-07-10T23:43:02Z,1,,,False,False,
4586,closed,slang-torch: Remove dependency on `torch` by porting our TensorView object to use the `dlpack` interface,2024-07-09T22:48:09Z,2024-07-15T19:18:47Z,1,,,False,False,
4585,closed,Slang parser in VS Code throwing unfixable compatibility system errors,2024-07-09T22:39:20Z,2024-07-23T13:36:41Z,5,,spirv|cuda|metal|glsl|hlsl,False,False,
4583,closed,slang-torch: dtype `half` is not supported properly,2024-07-09T22:26:25Z,2024-07-10T20:19:44Z,0,client support,cuda,False,False,
4582,closed,MDL module compilation with Slang,2024-07-09T21:20:23Z,2024-09-10T15:10:06Z,13,,hlsl,False,False,
4581,closed,ntech: prepare abstract of skybox demo,2024-07-09T20:55:01Z,2024-07-17T06:18:00Z,2,,,False,False,
4580,closed,Finalize precompiled library prototype support,2024-07-09T20:53:47Z,2024-08-05T19:38:45Z,0,,dxil,False,False,
4579,closed,Brownbag: Slang workflow,2024-07-09T20:51:44Z,2024-07-22T17:37:19Z,2,,,False,False,
4578,closed,Warnings for leaving constructors without initializing fields,2024-07-09T20:50:00Z,2024-07-19T18:36:18Z,0,,,False,False,
4577,closed,Warnings for using uninitialized values in functions,2024-07-09T20:47:41Z,2024-07-17T21:54:30Z,0,,,False,False,
4575,closed,Investigate potential of nTech submission for slang-modules,2024-07-09T20:24:31Z,2024-07-16T17:33:24Z,0,,,False,False,
4574,closed,nTech abstract submission for slang modules,2024-07-09T20:20:56Z,2024-07-31T18:12:23Z,0,,,False,False,
4573,closed,Illegal SPIRV generated with inline spirv_asm ,2024-07-09T19:02:47Z,2024-07-10T17:41:54Z,1,client support,spirv|glsl,False,False,
4570,closed,Use slang examples as initial test cases for the capture/replay system,2024-07-09T17:00:14Z,2024-08-30T20:58:25Z,4,,,False,False,
4569,closed,Move centos7 build to cmake build,2024-07-09T16:58:13Z,2024-07-29T16:19:30Z,0,,,False,False,
4567,closed,Extend the reflection API to allow querying function signatures,2024-07-09T15:49:29Z,2024-07-10T21:09:19Z,0,client support,,False,False,
4565,closed,Add user-facing documentation for autodiff details,2024-07-09T14:34:34Z,2024-08-01T19:23:06Z,1,,autodiff,False,False,
4564,closed,Missing clock2x32ARB intrinsic,2024-07-09T04:20:40Z,2024-07-11T16:50:04Z,1,client support,,False,False,
4562,closed,Language server performance regression.,2024-07-09T01:02:11Z,2024-07-09T02:33:52Z,0,client support,,False,False,
4560,closed,Language server error around member initialization.,2024-07-08T23:13:59Z,2024-07-09T02:33:52Z,0,,,False,False,
4558,closed,Modifying global static variable through `inout` parameter results invalid SPIRV.,2024-07-08T21:01:33Z,2024-07-10T23:17:11Z,0,client support,spirv|hlsl,False,False,
4556,closed,crashes when converting matrix date type in -emit-spirv-direct,2024-07-08T18:14:00Z,2024-07-09T16:55:28Z,0,client support,spirv,False,True,
4555,closed,Metal: Array of device buffers is not allowed for input into an entry-point,2024-07-08T15:33:06Z,2024-07-31T17:13:11Z,1,,metal,False,False,
4554,closed,Error out when varying parameters are used for compute stage,2024-07-07T12:14:15Z,2024-08-01T17:55:49Z,0,client support,,False,False,
4553,closed,Unicode support,2024-07-06T22:33:23Z,2024-08-13T03:53:04Z,2,,hlsl,False,False,
4549,closed,double log10 doesn't work on macOS,2024-07-05T12:38:58Z,2024-07-05T13:01:47Z,0,,,False,False,
4547,closed,Metal GFX Backend: `RWBuffer` does not work as expected with `slang-test`,2024-07-04T21:21:53Z,2025-05-12T19:10:35Z,4,Metal,metal,False,False,
4546,closed,Metal: `tests\compute\semantic.slang` fails,2024-07-04T19:54:31Z,2024-07-07T11:21:39Z,1,,metal,False,False,
4545,closed,Metal GFX backend: cbuffer/uniform related syntax for `slang-test` is not working as expected,2024-07-04T19:48:32Z,2024-07-16T05:23:11Z,2,,metal|hlsl,False,False,
4542,closed,Vulkan validation layer errors,2024-07-03T21:08:12Z,2024-07-04T04:22:50Z,5,client support,spirv|glsl|hlsl,False,False,
